Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
79	88.22926	20.1629	121.69821	51.224148	200.0	40.38267	7.2584066	57.55217	16.828459	320000	2.861023e-09	65.27469	-0.03838733	-43.209087	6.2785	0.009944967	0.23225	79.0	1563.6173655986786
80	95.0706	18.795792	141.724	54.87949	200.0	40.98855	7.117937	61.142662	14.857772	324000	3.8146972e-08	67.84871	-0.022909882	-42.339622	6.2022266	0.015419191	0.2215	19.0	1584.6755683422089
81	79.734825	32.439735	153.6489	27.524324	200.0	39.16457	10.336679	57.239235	11.7307625	328000	2.6702882e-08	87.1	-0.01197955	-42.41762	6.1564074	0.017304767	0.17825	4.0	1605.3361172676086
82	85.84647	24.795847	124.005264	16.484686	200.0	38.8905	10.30212	59.91816	12.675499	332000	-5.722046e-09	62.955997	-0.017828215	-39.783978	6.172554	0.014509948	0.1625	11.0	1626.112271308899
83	85.21107	26.826141	140.48503	37.998356	200.0	37.167408	12.062364	61.442978	5.341448	336000	-3.8146974e-09	77.07664	-0.03438092	-45.454308	6.1332064	0.015178474	0.20925	40.0	1646.9591009616852
84	92.76441	21.000751	143.28633	49.922882	200.0	41.66179	9.090349	61.252903	12.046781	340000	-2.0980835e-08	65.66716	-0.040249772	-40.00346	6.0294538	0.00954882	0.21825	79.0	1667.7776041030884
85	95.66932	24.009602	147.70406	52.422882	200.0	42.314274	8.485687	63.948223	18.99985	344000	-9.536744e-10	68.316475	-0.032886505	-46.37744	6.0586567	0.015260668	0.196	44.0	1688.5956609249115
86	92.08084	24.666975	126.12069	44.69295	200.0	41.982357	12.047402	67.3672	12.389822	348000	-2.0980835e-08	102.3485	-0.037355296	-68.53645	5.969786	0.015139236	0.19825	61.0	1709.6032915115356
87	84.524704	27.461098	141.34857	41.78106	200.0	43.079296	9.439216	63.47096	10.649408	352000	-1.4305114e-08	96.99553	-0.023091301	-69.67231	5.960493	0.015620647	0.21625	16.0	1730.3435485363007
88	96.497375	24.145573	141.04506	46.22769	200.0	42.625923	11.898976	62.570892	4.0453315	356000	1.7642975e-08	123.04412	-0.016665481	-84.66493	5.9626884	0.01548344	0.19825	10.0	1751.1404905319214
89	96.81311	29.617102	157.77686	41.675686	200.0	43.36569	11.293267	66.24946	15.834282	360000	1.3351441e-08	92.00452	-0.016286356	-59.565723	5.8932343	0.016804839	0.20025	9.0	1772.2346289157867
90	89.113174	34.48681	138.40186	23.990927	200.0	42.181767	12.253972	68.62829	9.750406	364000	2.6702882e-08	74.767876	-0.018362598	-51.205578	5.87488	0.016955467	0.15875	12.0	1793.3128035068512
91	85.928604	26.618074	130.90334	41.228466	200.0	44.374348	15.928609	72.62545	-3.7219162	368000	1.2397766e-08	95.51448	-0.040872287	-67.60256	5.866242	0.013631176	0.2015	79.0	1814.2325611114502
92	98.46159	26.883612	135.9801	36.616688	200.0	41.443905	13.209597	68.492424	5.0397835	372000	-1.7166137e-08	68.06774	-0.01012907	-33.709766	5.9327745	0.012526926	0.16475	3.0	1835.0406591892242
93	93.365616	23.155685	148.52837	53.672993	200.0	45.616993	10.0656395	67.31805	16.341963	376000	-5.531311e-08	52.278492	-0.022006897	-33.94674	5.8763556	0.016911961	0.1845	17.0	1855.839158296585
94	101.059166	24.002325	143.25168	57.676697	200.0	44.8796	10.787166	72.70027	14.292462	380000	-2.2888184e-08	57.99785	-0.039568406	-36.753872	5.900486	0.011129835	0.2025	79.0	1877.3245582580566
95	98.84953	19.344345	146.4189	61.619118	200.0	47.943054	11.556965	72.4171	18.103245	384000	-7.629395e-09	72.357506	-0.035342485	-46.262802	5.8870416	0.01291346	0.22975	79.0	1898.4297769069672
96	104.50354	18.538235	142.7133	70.86526	200.0	49.70645	7.7587852	65.84942	27.640562	388000	-1.6689301e-09	50.542576	-0.030045787	-36.21371	5.8485975	0.015025677	0.169	41.0	1919.5030190944672
97	98.95899	34.692875	159.6629	37.849174	200.0	49.378536	14.138806	74.89527	14.20494	392000	1.9073487e-09	102.74245	-0.019620491	-46.255024	5.8092127	0.014901481	0.18075	16.0	1940.8950216770172
98	84.993355	21.646194	131.34976	37.0834	200.0	44.470963	10.149134	73.13062	16.50403	396000	3.8146974e-09	90.26409	-0.021140173	-73.872345	5.8515058	0.015645336	0.194	11.0	1962.1806297302246
99	97.007095	26.708698	143.00192	46.504726	200.0	44.529194	10.429776	70.73509	15.867192	400000	1.9073486e-08	73.77266	-0.038682986	-43.15753	5.749832	0.0146306455	0.202	79.0	1983.3990676403046
100	88.329834	29.343903	121.7529	16.236015	200.0	43.28989	13.07897	69.81814	14.250094	404000	0.0	58.412506	-0.021275876	-39.45915	5.718398	0.013515827	0.17	16.0	2004.6508893966675
101	103.55229	28.683838	156.61151	49.145668	200.0	44.051147	11.212076	68.0747	15.676529	408000	1.2397766e-08	133.39859	-0.013087394	-94.38606	5.783409	0.020051047	0.248	7.0	2025.7425315380096
102	104.62152	29.586151	155.41156	42.911716	200.0	48.67559	10.626797	70.2735	12.482969	412000	3.4332274e-08	122.48329	-0.015295281	-91.44508	5.712188	0.013892477	0.16225	10.0	2046.9704370498657
103	89.62914	23.79514	127.45698	45.65465	200.0	44.308258	10.825087	69.308426	12.100191	416000	1.6212464e-08	65.8627	-0.018407777	-44.583534	5.769842	0.01425875	0.2	10.0	2067.8983051776886
104	106.12449	31.015852	162.92223	45.695934	200.0	45.67906	10.724437	66.24709	9.435438	420000	-1.4781952e-08	87.838974	-0.013167996	-59.994675	5.7547016	0.014921836	0.1405	6.0	2089.0192258358
105	115.547325	28.488453	163.41498	40.035233	200.0	52.56075	11.900567	75.22362	8.499516	424000	2.3841858e-08	96.59041	-0.008033321	-54.662613	5.7050524	0.023037966	0.2925	3.0	2110.2287633419037
106	95.743126	30.004377	161.9903	29.134283	200.0	51.141644	12.889875	78.55222	14.412683	428000	5.531311e-08	91.420265	-0.015445854	-58.30945	5.691316	0.016734632	0.20525	10.0	2131.364773273468
107	96.913284	29.68151	142.47168	35.63774	200.0	43.45557	13.560384	72.677	4.940302	432000	1.9073487e-09	64.18489	-0.017917316	-42.78794	5.688593	0.015539429	0.1995	10.0	2152.3817405700684
108	112.46582	30.017687	162.29996	62.103363	200.0	52.768436	11.6367035	75.561226	20.236052	436000	-1.525879e-08	84.56042	-0.035768375	-39.2216	5.670837	0.013930225	0.21625	79.0	2173.904561519623
109	106.244606	27.452217	151.79858	43.429356	200.0	51.11449	11.4797945	75.0501	18.134466	440000	-3.051758e-08	111.161316	-0.012996395	-75.19656	5.6169376	0.01504766	0.165	4.0	2195.3044171333313
110	103.76235	25.219296	148.46667	56.001812	200.0	49.920986	11.098163	69.27509	14.072451	444000	0.0	88.15006	-0.029375788	-57.885265	5.6439953	0.015231409	0.186	37.0	2216.8388521671295
111	106.57804	32.058937	153.60194	40.45929	200.0	48.794056	13.515317	77.44795	18.281536	448000	2.0980835e-08	97.051506	-0.032471754	-63.790054	5.600404	0.015449938	0.19825	50.0	2238.5114133358
112	114.47798	30.687786	161.21764	34.8968	200.0	52.862022	11.580613	77.03006	18.170174	452000	2.8014182e-09	94.28089	-0.017833702	-61.13972	5.6354403	0.013897969	0.17925	10.0	2259.9417774677277
113	111.60974	32.95588	153.40825	41.720554	200.0	58.978813	13.523845	81.99372	19.275078	456000	4.7683715e-09	91.445816	-0.035625927	-46.4865	5.5237303	0.010060784	0.2	79.0	2281.540671110153
114	110.225296	37.388725	153.82654	26.890768	200.0	54.986244	17.246113	81.242355	9.669444	460000	2.5749207e-08	95.47268	-0.041291233	-54.108315	5.609208	0.012203436	0.2215	79.0	2303.0646617412567
115	109.36511	35.866325	157.90875	2.2348082	200.0	53.78854	15.886345	81.57655	4.8536134	464000	7.629395e-09	119.19117	-0.028289715	-81.62685	5.6123166	0.015354109	0.18375	28.0	2324.710675239563
116	112.09801	21.178102	151.89397	65.84614	200.0	54.629765	9.674702	79.178894	23.152813	468000	1.859665e-08	64.398735	-0.041259363	-44.444466	5.56889	0.014326245	0.2075	79.0	2346.3486320972443
117	110.761086	29.188425	160.1166	43.25386	200.0	56.432804	10.7567835	77.38399	11.229315	472000	2.4795533e-08	122.955505	-0.020860925	-92.475365	5.487866	0.016615722	0.17975	14.0	2368.0298380851746
118	105.77061	30.279102	154.3747	47.74095	200.0	51.75764	15.498561	77.84832	7.4403296	476000	-3.671646e-08	64.22224	-0.022008615	-38.50181	5.5005746	0.016003542	0.21725	14.0	2389.7419016361237
119	127.06931	33.477512	173.64873	41.95548	200.0	57.597084	9.875524	79.497925	19.12135	480000	7.629395e-09	137.75854	-0.020828392	-98.90813	5.4218154	0.016632777	0.169	16.0	2411.3255689144135
120	113.43825	37.641365	169.20934	22.704979	200.0	57.866844	16.12075	83.04423	20.550713	484000	-7.629395e-09	97.48485	-0.0100326985	-61.022495	5.411327	0.015647853	0.17675	4.0	2433.385246515274
121	110.58213	34.19466	154.39545	15.102721	200.0	53.71913	13.915739	81.54488	19.633488	488000	-2.2888184e-08	83.0285	-0.013859684	-53.883163	5.4831085	0.017166756	0.174	8.0	2454.6571650505066
122	121.488365	26.408533	154.04587	50.62353	200.0	55.491962	14.054836	83.92326	9.105489	492000	-7.629395e-09	84.39517	-0.0165862	-65.49231	5.458075	0.019742917	0.23075	10.0	2476.3308820724487
123	115.10484	22.922766	147.28659	63.263493	200.0	59.38376	11.500922	81.15801	21.49688	496000	-3.242493e-08	131.68076	-0.024938483	-96.80395	5.444976	0.015562374	0.2265	19.0	2498.058881521225
