Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
91	95.14057	29.877205	129.34978	27.542707	300.0	32.559666	8.6411705	49.100685	9.115281	368000	-2.8610229e-08	59.878525	-0.017194053	-41.019165	6.1308017	0.016491493	0.187	10.0	1559.5135674476624
92	103.310104	22.310446	138.68225	67.3212	300.0	35.37058	7.517282	49.284878	8.717437	372000	-4.7683715e-09	46.23689	-0.0073038214	-30.338326	6.1871066	0.013310257	0.18775	2.0	1576.9296278953552
93	101.51324	23.102009	134.51349	54.0209	300.0	36.58239	5.4995804	47.342186	21.664116	376000	-1.8119811e-08	48.44864	-0.012959745	-32.669643	6.127091	0.012700492	0.19075	8.0	1594.3406279087067
94	92.49493	27.86045	134.04063	20.687897	300.0	33.763405	8.678796	49.428284	3.782236	380000	-7.629395e-09	42.69406	-0.01605231	-24.194897	6.151782	0.017857883	0.23275	12.0	1611.919804096222
95	96.679276	24.495619	124.75431	30.548868	300.0	34.142906	6.666692	48.655556	16.337234	384000	9.536743e-09	49.6422	-0.021445772	-27.66323	6.155105	0.016034458	0.22325	19.0	1629.420863866806
96	90.43689	33.420044	145.39148	37.500088	300.0	32.264843	7.0425434	49.42803	18.52855	388000	9.536743e-09	51.4638	-0.017910907	-28.675884	6.142098	0.015406381	0.194	11.0	1646.8885366916656
97	100.866806	22.901339	147.53967	64.6336	300.0	37.53488	8.0889635	53.28451	17.603308	392000	-2.8610229e-08	39.607372	-0.03748053	-23.005651	6.1168714	0.015317553	0.221	64.0	1664.3946087360382
98	107.191574	22.874416	143.58055	76.53013	300.0	36.872147	7.171552	51.027363	19.025314	396000	7.629395e-09	28.962093	-0.024125537	-15.363836	6.1770043	0.017544257	0.22675	18.0	1681.9175107479095
99	101.58564	26.041353	148.98131	58.24629	300.0	38.448536	7.5978727	51.340603	21.516851	400000	5.2452087e-09	33.61547	-0.025679057	-18.92035	6.0778933	0.016105553	0.2225	24.0	1699.4520378112793
100	90.614	34.44704	148.72992	43.909275	300.0	34.445107	9.124989	51.459534	17.248512	404000	-8.5830685e-09	63.087856	-0.015081683	-39.499165	6.090498	0.018336901	0.16675	8.0	1717.084757566452
101	105.0205	23.179838	129.92712	59.39426	300.0	31.47718	9.814292	54.904255	11.178829	408000	-7.629395e-09	58.802853	-0.019435264	-41.6641	6.155827	0.01603541	0.184	15.0	1734.6429073810577
102	103.989426	19.007181	126.32469	67.58132	300.0	37.430717	7.408878	51.234543	19.039984	412000	-1.1444092e-08	13.764046	-0.009752204	-5.8951125	6.0810595	0.012222054	0.16525	3.0	1752.0877044200897
103	109.367096	39.254814	140.72003	3.6761098	300.0	36.92594	11.835899	49.76234	-13.2530365	416000	-1.7166137e-08	42.724327	-0.0061958632	-29.424736	6.1386485	0.026512966	0.30925	4.0	1769.6889872550964
104	113.66118	30.41031	154.73276	57.29598	300.0	40.224796	6.5578494	50.60095	18.584112	420000	-4.386902e-08	49.504414	-0.02623827	-32.30397	6.1306276	0.01447257	0.20875	33.0	1787.2249164581299
105	103.96974	25.336294	139.42673	54.43944	300.0	37.72027	7.867984	54.89141	14.84028	424000	-9.3579295e-09	100.49184	-0.02072146	-80.452415	6.0549545	0.014949821	0.16775	19.0	1804.8044006824493
106	105.06754	26.283888	152.2978	73.74235	300.0	37.043182	8.828544	56.077156	14.266744	428000	-9.536744e-10	47.37184	-0.033051796	-31.19166	6.023095	0.01173315	0.192	79.0	1822.421371936798
107	102.10533	27.930902	147.6485	63.448643	300.0	35.91032	10.570099	52.934834	13.31603	432000	-9.536744e-10	43.637207	-0.03278157	-23.716549	6.0330744	0.012531028	0.20975	79.0	1839.9942028522491
108	105.027435	22.51318	145.26974	67.37699	300.0	33.88348	7.7714868	51.799583	12.743971	436000	-9.536744e-10	41.42986	-0.019106593	-27.061058	6.0243006	0.014564143	0.1435	13.0	1857.489818572998
109	120.190186	23.034147	158.15448	83.97617	300.0	38.00392	7.2664022	52.82802	16.302542	440000	-2.7656554e-08	44.481194	-0.00746069	-31.574432	6.010947	0.013359276	0.15275	5.0	1874.943240404129
110	103.41795	22.21828	143.17258	75.041855	300.0	40.36946	8.130903	55.689762	15.753512	444000	-3.8146974e-09	58.953102	-0.033208232	-40.457752	6.035366	0.014619274	0.21575	79.0	1892.916843175888
111	119.29123	25.578222	149.26169	62.088463	300.0	37.34814	6.7505336	48.811836	20.31875	448000	5.00679e-09	51.635536	-0.014192147	-33.729248	6.034413	0.022205615	0.204	7.0	1910.4414303302765
112	91.96966	24.378614	130.10478	32.579735	300.0	34.474655	10.3146305	56.749718	11.4106245	452000	-1.525879e-08	51.36411	-0.0066612987	-36.77271	6.053991	0.019915048	0.241	4.0	1927.95933675766
113	114.15917	33.131218	150.27907	25.447506	300.0	33.565407	8.589594	44.99723	2.7216222	456000	-2.6702882e-08	67.72224	-0.010436244	-45.93638	5.9546013	0.016572032	0.154	6.0	1945.2531270980835
114	114.52663	31.268496	155.16931	46.402367	300.0	38.190525	8.271352	53.137447	15.011835	460000	2.4795533e-08	50.542362	-0.022261273	-26.805809	6.020623	0.01656645	0.2645	18.0	1962.8667850494385
115	108.15689	30.32312	150.57283	44.636177	300.0	38.443947	9.606438	54.625477	15.667221	464000	-1.6212464e-08	55.08264	-0.014108164	-27.510574	6.0579457	0.017740116	0.15375	7.0	1980.287104845047
116	96.34558	32.505287	145.6926	38.471783	300.0	33.282368	10.552927	54.14617	8.575634	468000	6.6757204e-09	43.568195	-0.007007048	-22.206394	6.048158	0.015054935	0.1695	4.0	1997.9675817489624
117	96.16673	35.54231	144.66571	14.79597	300.0	31.184273	12.154238	52.776196	4.522926	472000	1.6093255e-08	69.428055	-0.012342851	-42.777145	6.022406	0.017376281	0.1845	8.0	2015.5386695861816
118	105.126236	34.826252	148.3088	30.588554	300.0	33.995163	11.503021	51.480114	6.2127566	476000	-3.242493e-08	44.430412	-0.020695511	-28.19014	6.022706	0.015652064	0.184	16.0	2033.0223951339722
119	103.53051	25.738237	142.23582	64.156494	300.0	33.490955	11.125614	52.692474	13.268696	480000	3.8146972e-08	31.96815	-0.03552115	-19.611677	5.9451504	0.011122566	0.20825	79.0	2050.722505092621
120	98.48234	33.318024	146.0096	47.54406	300.0	33.60953	10.490661	54.467552	10.73525	484000	-2.6643276e-08	49.73401	-0.009241917	-29.36112	5.844335	0.022118531	0.2315	3.0	2068.4771366119385
121	110.13768	32.456345	147.31703	20.765745	300.0	37.519684	10.737543	54.506157	7.847556	488000	2.8610229e-08	40.90458	-0.009031263	-27.500633	5.920655	0.011168651	0.15925	3.0	2085.8926498889923
122	132.93594	23.644325	164.45036	75.47403	300.0	41.860428	7.4505424	53.89758	22.770233	492000	1.1444092e-08	57.49547	-0.021414379	-43.44199	5.912678	0.016189044	0.16575	18.0	2103.5325589179993
123	115.07254	27.067915	152.38391	60.76199	300.0	43.044632	11.098564	58.954453	13.747613	496000	1.9073486e-08	61.860718	-0.01866917	-39.846962	5.8956633	0.017092481	0.19425	12.0	2121.0851686000824
124	105.94838	23.293577	155.22421	76.59061	300.0	36.86633	8.590797	55.177773	17.929884	500000	2.0980835e-08	40.626747	-0.017032186	-24.035393	5.8368745	0.013302813	0.15325	13.0	2138.616723537445
125	105.05101	31.174006	161.80663	70.63545	300.0	34.76054	9.534529	57.51845	18.174965	504000	1.525879e-08	45.063316	-0.017522743	-21.970263	5.8741503	0.016443703	0.206	13.0	2156.599191904068
