Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
57	58.066505	23.117014	87.78344	6.8442106	200.0	26.41328	6.3221936	34.51246	2.4691787	232000	2.9802322e-08	47.03708	-0.015222243	-28.78416	6.5905876	0.018492654	0.19874999	6.0	578.2237894535065
58	59.83828	15.774111	81.188126	31.947063	200.0	30.314125	5.4854727	39.03825	11.317761	236000	3.7252903e-09	30.644283	-0.03768051	-17.417719	6.494005	0.013941828	0.2135	79.0	588.948187828064
59	60.40404	14.72662	81.420494	28.467928	200.0	30.416473	5.529157	39.99822	11.839213	240000	-3.7252903e-09	38.71846	-0.018095322	-22.881916	6.49432	0.016837418	0.194	11.0	599.289044380188
60	63.279533	12.166691	91.01787	43.20685	200.0	30.420769	3.5344443	37.730118	19.245213	244000	-3.7252903e-09	34.989063	-0.03514737	-19.068115	6.48952	0.008964565	0.18425	79.0	610.3813450336456
61	65.06942	16.07149	94.12566	31.058666	200.0	28.572231	4.443035	36.28868	12.109858	248000	-1.4901161e-08	38.31361	-0.020012058	-25.820755	6.457196	0.0155761605	0.19275	14.0	620.7716362476349
62	70.06418	14.45833	93.46224	22.903849	200.0	31.023024	4.9513183	38.966137	13.848041	252000	3.7252903e-08	39.449257	-0.016278952	-22.204884	6.4128237	0.017219007	0.19325	10.0	631.0442700386047
63	72.49503	11.53012	87.00727	44.905956	200.0	33.04675	3.7830796	39.7969	23.125036	256000	1.4901161e-08	20.504261	-0.009461448	-9.089483	6.3971796	0.016411522	0.20925	3.0	641.6909203529358
64	60.944794	22.702627	101.02889	16.136642	200.0	32.41707	4.9495983	41.71183	14.0246935	260000	9.313226e-10	63.07952	-0.018322732	-42.024376	6.3503513	0.016095228	0.20824999	12.0	652.0646719932556
65	64.60988	19.978994	90.677086	9.940943	200.0	31.931196	6.841835	42.639538	5.978397	264000	-7.450581e-09	39.57515	-0.01668337	-26.451021	6.3717165	0.01847948	0.24125001	11.0	662.765302658081
66	63.906666	14.389059	94.95907	40.515316	200.0	31.080555	6.6318097	41.46425	13.364596	268000	3.1664968e-08	34.87378	-0.018110406	-22.520271	6.3113384	0.016856708	0.18775	14.0	673.2462565898895
67	75.51868	12.9957075	97.61379	50.80573	200.0	33.310272	5.3631434	43.41579	13.861197	272000	1.0244548e-08	29.131987	-0.04061608	-18.533335	6.3227067	0.012091266	0.23324999	79.0	683.9764587879181
68	78.05588	14.802624	103.286896	34.840954	200.0	35.352657	5.214776	44.540558	20.393908	276000	-8.381903e-09	33.349876	-0.020442767	-17.430521	6.3249016	0.017442482	0.20625	15.0	694.4351165294647
69	69.50183	17.542192	100.51424	29.441898	200.0	35.0235	5.5158815	46.62047	19.857832	280000	7.450581e-09	48.07776	-0.015754484	-31.374191	6.2782865	0.016496439	0.1925	12.0	705.0907511711121
70	70.42853	12.196814	87.77968	36.122272	200.0	31.248121	6.1023436	42.054935	13.907621	284000	-7.450581e-09	35.79092	-0.017796222	-25.106676	6.275178	0.015598506	0.192	14.0	716.1492578983307
71	62.4911	19.740097	104.01728	4.0269384	200.0	30.948265	5.6228156	40.36681	10.453133	288000	-1.1175871e-08	35.158646	-0.016889133	-21.617172	6.2829504	0.017197788	0.20825	10.0	726.5318293571472
72	67.8728	16.07383	94.38322	29.123085	200.0	32.453735	4.958807	44.25779	13.104024	292000	-1.8626451e-09	38.05644	-0.009245738	-25.36462	6.2348337	0.011882387	0.1675	3.0	737.023063659668
73	81.93068	13.597723	115.6073	47.382893	200.0	35.401314	4.315917	43.139244	16.6353	296000	-5.5879354e-09	29.821789	-0.0051225573	-16.835863	6.2031136	0.01271198	0.16475001	2.0	747.6559200286865
74	71.20848	18.669596	93.523674	26.15468	200.0	33.51304	6.778996	45.289135	17.653948	300000	1.8626451e-08	37.839558	-0.018201955	-23.935299	6.156053	0.019692173	0.241	11.0	758.0715963840485
75	79.991295	9.18288	98.98856	59.81923	200.0	35.956425	4.9456024	44.38613	12.455123	304000	-1.3969839e-08	18.11222	-0.020572945	-7.6452374	6.2187166	0.015230045	0.212	12.0	768.8853449821472
76	72.95656	13.729078	95.34876	37.155804	200.0	35.51432	4.1007595	43.19316	23.252306	308000	5.2154064e-08	26.29937	-0.0062225983	-14.457871	6.170194	0.012635836	0.1875	3.0	779.4850332736969
77	78.925	14.675382	108.92243	56.262585	200.0	36.27711	3.9908447	42.761044	22.599264	312000	0.0	36.223015	-0.02424319	-20.086708	6.1499615	0.01494752	0.18175	30.0	790.4470105171204
78	80.517334	19.088535	102.70572	43.003212	200.0	36.5044	6.145491	44.951736	13.176238	316000	0.0	41.400703	-0.037698023	-26.94685	6.115755	0.012855428	0.238	79.0	801.4349591732025
79	83.919876	15.284939	105.07643	39.007492	200.0	38.24323	5.7528663	47.182938	18.91955	320000	-3.7252903e-09	33.024544	-0.038758863	-17.81812	6.0397882	0.011941122	0.22075	79.0	812.5523753166199
80	85.22964	11.956298	104.53654	65.63182	200.0	40.646347	4.6440635	48.58316	25.202337	324000	1.4901161e-08	30.078445	-0.010403454	-19.265781	5.9238596	0.012759058	0.1415	4.0	823.3066155910492
81	80.53725	15.8991995	108.07027	49.4347	200.0	39.455082	3.9272368	47.646538	26.12153	328000	1.7229468e-08	25.712673	-0.018697673	-13.72809	5.9749575	0.016053718	0.18825	12.0	834.2277512550354
82	87.31746	12.059907	105.255875	59.788044	200.0	38.641857	5.828169	48.569096	23.543762	332000	2.188608e-08	22.678185	-0.03681813	-10.796949	5.995617	0.012610121	0.22	79.0	845.3845205307007
83	86.70779	15.085298	108.9139	53.804924	200.0	40.47217	4.6413827	48.371494	24.638168	336000	-2.2351742e-08	40.11141	-0.014673121	-24.414219	5.9528947	0.01788662	0.19999999	8.0	856.1258916854858
84	86.6272	19.266155	125.97053	54.56338	200.0	40.360416	5.9142137	51.50232	24.109697	340000	3.7252903e-08	48.771866	-0.006454002	-23.665993	5.9006186	0.016590746	0.19675	2.0	867.0918908119202
85	75.100174	21.62317	116.32839	40.522858	200.0	37.740524	8.465135	51.414402	15.714653	344000	2.2351742e-08	65.32458	-0.013424061	-47.08277	5.9588995	0.018658219	0.1805	8.0	878.0641903877258
86	81.15959	18.951532	111.815674	26.11519	200.0	36.280876	8.447375	51.0402	13.690162	348000	0.0	38.805878	-0.021495871	-20.96585	5.9159327	0.014776777	0.188	17.0	888.8308520317078
